resume_seq,certificate_contents
U08009,GTQ 포토샵2급
U07456,자동차운전면허 1종 보통
U07786,유통관리사3급
U03355,정보기술자격 (ITQ)인증시험
U04595,운전면허2종보통
U03590,생활예절지도사1급
U07085,ITQ아래한글
U08339,생활체육지도자 2급(수영빙상)
U01455,보일러시공기능사
U03076,중등학교 정교사(2급)의상
U05491,1종보통 운전면허증
U00782,6SIGMA GB
U06581,자동차운전면허1종 보통
U01711,자동차운전면허 1종 보통
U06500,자동차운전면허 2종 보통
U05654,부기 3급
U07975,디자인 실기교사 교원자격증
U00685,기업회계3급
U08054,파워포인트
U05285,유통관리사2급
U00007,네일아트 2급
U07859,자동차운전면허 1종 보통
U04058,자동차 운전면허 1종보통
U03867,컴퓨터그래픽스운용기능사
U00979,팀장리더쉽
U03056,1종보통 운전면허증
U03157,자동차 운전면허증 1종보통
U01529,자동차운전면허 1종 보통
U01418,자동차운전면허1종 보통
U02884,ITQ국가공인 인터넷
U07775,패션스타일리스트
U07225,건축제도기능사
U04916,자동차 운전면허 1종보통
U06843,2종보통운전면허
U05044,화학분석기능사
U08198,사무자동화산업기사
U06468,노인복지체육지도사
U06284,자동차 운전면허 2종보통
U07600,자동차운전면허1종 보통
U05192,컬러리스트산업기사
U06237,1종보통 운전면허증
U08291,컴퓨터활용능력 1급
U01426,유통관리사 2급
U07949,컬러리스트 산업기사
U06533,컴퓨터활용능력 3급
U03644,1종보통 운전면허
U02022,무역영어2급
U07738,자동차운전면허 2종 보통
U07559,워드프로세서 2급
U07653,자동차 운전면허 (2종 보통)
U05070,MOS MASTER
U08319,2종보통운전면허
U02020,ITQ한글엑셀
U03333,ITQ아래한글
U02399,유통관리사
U08278,워드프로세서 1급
U07936,VMD 자격증
U00014,ITQ국가공인 파워포인트(A등급)
U03199,워드프로세서 3급
U01462,운전면허2종보통
U04210,워드프로세서 2급
U05941,패션MD과정 수료
U03129,운전면허2종보통
U05511,자동차 운전면허 (2종 보통)
U00374,1종보통 운전면허증
U04223,자동차운전면허 2종 보통
U00545,유통관리사 2급
U06891,일본컬러코디네이터3급
U01223,자동차 운전면허 1종보통
U04002,패션산업기사
U00585,한자검정능력 3급
U03272,유통관리사 2급(국가공인)
U03132,그래픽기술자격(GTQ) 1급
U01737,운전면허2종보통
U07178,ITQ OA MASTER
U07259,양재실기교사
U04537,MOS엑셀
U01051,자동차운전면허1종 보통
U02924,컬러리스트
U05383,이미지메이킹 지도사
U04098,자동차운전면허1종 보통
U06859,워드프로세서 2급
U04707,컬러리스트 산업기사
U01355,ITQ국가공인 엑셀(B등급)
U07444,DIAT(디지털정보활용능력)_워드
U04860,자동차운전면허1종 보통
U01823,자동차운전면허1종 보통
U03570,컬러리스트 기사
U05325,한자급수자격 시험
U05846,한식조리기능사자격증
U04395,자동차운전면허1종 보통
U03953,패션디자인 산업기사
U08072,운전면허 1종 보통
U01641,PADI 스킨스쿠버 ADVANCED OPEN WATER DIVER
U01087,MOS MASTER 2000
U03012,VISUAL MERCHANDISING
U02211,초중등교원자격증
U08374,1종대형운전면허증
U08339,유도 1단
U08299,엑서스)
U02897,자동차 운전면허 1종보통
U02149,운전면허2종보통
U05525,일본컬러코디네이터2급
U05352,GTQ 일러스트 1급
U02823,시각디자인산업기사
U04966,그래픽기술자격(GTQ) 1급
U05691,자동차 1종보통
U02644,컴퓨터그래픽스운용기능사
U00553,샵마스터 3급
U05440,컴퓨터패션디자인운용마스터
U03935,컬러리스트산업기사
U01893,사무자동화산업기사
U04156,엑서스)
U00400,MOS MASTER 2003
U07089,무역영어3급
U04738,컴퓨터 그래픽스 운용기능사
U00146,자동차 운전면허 (2종 보통)
U00012,워드프로세서 1급
U01537,자동차운전1종보통
U07282,컴퓨터 활용능력 2급
U01579,한글타자2급
U08328,한자2급
U03086,정보처리 기능사
U02600,컴퓨터그래픽스운용기능사
U02484,한문품과자격시험
U03841,GTQ 포토샵 1급
U04509,미용사(피부)
U02191,자동차운전면허 1종 보통
U02013,MOS MASTER
U00107,MOS(MICROSOFT OFFICE SPECIALIST) MASTER
U02741,자동차 운전면허 1종보통
U00236,MOS(MICROSOFT OFFICE SPECIALIST) MASTER 2003
U02340,자동차 운전면허 (2종 보통)
U07346,텔레마케팅관리사
U05517,컬러리스트 산업기사
U03479,컴퓨터 활용능력2급
U00101,워드프로세서 1급
U05683,워드프로세서
U01553,영어학 6개월 수료
U05815,위생사
U07116,인터넷정보검색사
U03680,자동차운전면허 2종 보통
U01858,자동차운전면허 1종 보통
U06683,컴퓨터패션디자인운용마스터
U07828,1종보통 운전면허증
U01457,SHOPMASTER3급
U03962,자동차 운전면허 (2종 보통)
U05049,컴퓨터패션디자인운용마스터
U07263,1종운전면허증
U02627,컴퓨터그래픽스운용기능사
U02982,자동차운전면허1종 보통
U01275,자동차운전면허 2종 보통
U07128,의류기사
U02765,정보처리산업기사
U05332,BRUNEL UNIVERSITY BRUN ELT
U05774,워드프로세서 3급
U05535,운전면허2종보
U03642,MOS 파워포인트
U05991,무역영어 2급
U04554,디자인실기교사 2급
U00258,패션머천다이징산업기사
U03771,MOS 파워포인트 2003
U06798,MOS 파워포인트
U03198,자동차운전면허 2종 보통
U05249,자동차운전면허1종 보통
U08426,MOS EXCEL 2010 EXPERT
U02215,GTQ 포토샵2급
U07438,한글엑셀(A)
U00318,방화관리자2급
U04010,파워포인트
U00237,2종보통운전면허
U01176,패션머천다이징산업기사
U01459,워드프로세서 1급
U00622,자동차운전면허 1종 보통
U02022,1종 대형 자동차운전면허증
U00275,기업체소비자업무 전문가연수
U06033,MOUS MASTER
U05359,사회복지사2급
U01933,2종 보통 자동차운전면허증
U03011,워드
U07520,2종보통운전면허
U06937,워드프로세서 3급
U06368,파워포인트
U07884,1종보통 운전면허증
U06550,MOS MASTER
U07805,워드프로세서 2급
U02266,2종 보통 자동차운전면허증
U02111,컬러리스트산업기사
U06893,MOS(엑셀
U05537,자동차운전면허증 1종 보통
U02234,워드프로세서 1급
U02704,운전면허 1종 보통
U03879,자동차 운전면허 (2종 보통)
U03462,양장기능사
U04063,워드프로세서 1급
U00791,운전면허 1종 보통
U06595,자동차 운전면허 1종대형
U02628,비서1급
U01144,자동차운전면허1종 보통
U07770,GTQ 포토샵 1급
U02214,패션머천다이징산업기사
U07139,워드
U01496,유통관리사2급
U07781,정보처리 기사
U07567,컴퓨터활용능력 1급
U06266,1종보통 운전면허증
U00080,워드프로세서 2급
U06790,워드프로세서 2급
U07797,파워포인트)
U06635,2종보통운전면허
U00503,자동차 운전 면허 1종
U04470,VMD 자격증
U01393,자동차 운전면허증 1종보통
U04808,샵마스트
U05222,운전면허2종보통
U02061,1종보통 운전면허증
U01627,자동차 운전면허 (2종 보통)
U02946,컴퓨터 활용 능력 1급
U06525,운전면허2종보통
U08383,1종보통 운전면허증
U07926,중등교사 2급 자격증
U03413,자동차운전면허1종 보통
U07944,컬러리스트기사
U07009,정보처리산업기사
U04558,GTQ 포토샵2급
U07949,운전면허2종보통
U06777,컬러리스트산업기사
U01753,컬러리스트 산업기사
U07476,파생상품투자상담사
U00551,자동차 운전면허 (2종 보통)
U02644,비주얼머천다이저(VMD)
U06158,운전면허2종보통
U03887,운전면허2종보통
U03075,2종 보통 자동차운전면허증
U02719,GTQ 포토샵 1급
U01735,자동차 운전면허 1종보통
U02619,파워포인트
U00154,창업보육전문매니저
U04911,생활체육지도자
U03386,자동차운전면허1종 보통
U06765,건설안전산업기사
U06814,자동차 운전면허 2종소형
U06935,자동차 운전면허 (2종 보통)
U04680,컴퓨터그래픽스운용기능사
U01780,자동차운전면허보통1종
U00497,화물운송종사자격증
U00258,컴퓨터활용능력2급
U03556,MOS MASTER 2003
U03791,자동차운전면허1종 보통
U02719,실기교사(디자인)교원자격증
U04511,정보처리 기능사
U04426,컬러리스트기사 & 산업기사
U08318,회계관리1급
U03265,2종보통운전면허
U05931,컬러리스트 기사
U06185,컬러리스트산업기사
U00781,무역영어2급
U06423,샵마스터 3급
U06841,자동차운전면허1종 보통
U02151,MD아카데미 수료증
U03135,2종보통운전면허
U04705,자동차운전면허1종 보통
U02878,컬러리스트 기사
U01752,유통관리사 2급
U03168,쥬얼리마스터2급
U02839,자동차운전면허 1종 보통
U00433,컬러리스트 기사
U04412,자동차운전면허 1종 보통
U02964,MICROSOFT POWERPOINT
U03633,자동차 운전면허 (2종 보통)
U04516,1종보통운전면허증
U03329,한자능력검정시험 2급
U06834,자동차 운전면허증 1종보통
U02315,정보처리기사
U02283,정보기기운용기능사
U05372,번역사 (전문번역능력인정시험)
U02507,컬러리스트 기사
U00860,GTQ포토샵
U00831,자동차 운전면허증 1종보통
U04754,통신선로기사
U02528,상공회의소 IT PLUS LEVEL 2
U04840,태권도
U01736,자동차 운전면허 (2종 보통)
U01491,운전면허2종보통
U02239,자동차운전면허 1종 보통
U07898,운전면허2종보통
U05699,자동차 운전면허 1종보통
U06235,기계자수기능사
U00036,자동차운전면허 1종 보통
U00990,GTQ 포토샵 1급
U00575,워드프로세서 2급
U00199,중국운전면허증
U04504,패션디자인산업기사
U05716,GTQ 포토샵 1급
U03305,자동차 운전면허 1종보통
U04003,자동차운전면허 1종 보통
U02441,합기도 2단
U06550,펜글씨검정 3급
U01697,워드
U00505,패션머천다이징산업기사
U01432,워드프로세서 2급
U00534,변액보험판매관리사
U03558,자동차운전면허 1종 보통
U02235,워드프로세서 2급
U02156,컬러리스트기사
U07906,2종 보통 자동차운전면허증
U07458,MOS ACCESS 2003 CORE
U05187,태권도1단
U00457,자동차운전면허 2종 보통
U02620,자동차운전면허 1종 보통
U04041,워드 프로세서 1급
U04904,운전면허 1종 보통
U07270,엑서스)
U03940,1종보통 운전면허증
U05428,엑서스)
U04101,컬러리스트 산업기사
U07144,워드프로세서 2급
U00488,패션스타일리스트
U04157,자동차 운전면허 1종보통
U07270,자동차 운전면허 (2종 보통)
U03133,컴퓨터그래픽스운용기능사
U01799,중국운전면허증 1종보통
U08186,MOS MASTER 2007
U07417,인터넷 정보 검색사
U07811,비주얼머천다이징
U07485,MOS MASTER 2007
U03221,자동차 운전면허증 1종보통
U03011,엑서스)
U00490,2종운전면허증
U04241,운전면허2종보통
U02253,워드3급
U08257,운전면허2종보통
U05676,워드프로세서 3급
U02832,자동차운전면허 1종 보통
U07756,워드프로세서 3급
U01423,유통관리사 2급
U04821,컴퓨터활용능력 3급
U01188,컬러리스트 산업기사
U03989,워드프로세서 1급
U00572,워드프로세스 1급
U02017,MOS MASTER
U00909,GTQ 포토샵 1급
U06281,워드프로세서 2급
U00377,컬러리스트 산업기사
U07891,자동차운전면허 2종 자동
U01168,컬러리스트 기사
U07476,자동차 운전면허 (2종 보통)
U06912,자동차 운전면허 (2종 보통)
U05813,컴퓨터 활용 능력 1급
U00155,2종 보통 자동차운전면허증
U05899,자동차 운전면허 (2종 보통)
U06923,컴퓨터그래픽스운용기능사
U05210,성적우수장학금(2012~2014)
U06087,ITQ파워포인트(A)
U00823,수상인명구조원
U05646,ITQ국가공인 파워포인트(B등급)
U05580,자동차 운전면허 1종보통
U01953,패션디자인산업기사
U04971,정보기술자격 (ITQ) 인증 아래한글 A급
U07535,소비자전문상담사
U03360,자동차 운전면허 1종보통
U06888,유통관리사 2급
U01079,자동차 운전면허 1종보통
U03115,자동차 운전면허 2종보통
U04564,컴퓨터그래픽스운용기능사
U00262,MOUS(MICROSOFT OFFICE USER SPECIALIST)
U07989,자동차 운전면허 (2종 보통)
U01169,자동차운전면허 1종 보통
U02589,MOS(MICROSOFT OFFICE SPECIALIST) MASTER
U01406,ITQ국가공인 엑셀(A등급)
U04627,컴퓨터그래픽스운용기능사
U00651,ICDL(INTERNATIONAL DRIVING LICENCE)START
U08387,TIQ인터넷실무능력 2급
U01229,미용사
U01259,MOS(MICROSOFT OFFICE SPECIALIST) MASTER 2000 (WORDPOWER POINTEXCESSEXCEL
U00724,MOS MASTER
U03627,워드프로세서 2급
U01973,컴퓨터패션디자인운용마스터
U00348,컴퓨터 활용능력 2급
U08436,ITQ파워포인트(A)
U01475,자동차운전면허 2종 보통
U03959,자동차운전면허
U05611,MOS MASTER 2003
U07796,그래픽기술자격(GTQ) 1급
U07479,ITQ한글엑셀
U00266,컴퓨터 활용능력 2급
U07438,샵마스터3급
U02203,전산세무 2급 (국가공인)
U05180,자동차 운전면허 1종보통
U06559,전자기기기능사2급
U06528,MOS MASTER
U05566,MOS(엑셀
U02566,1종보통 운전면허증
U05928,MOS(엑셀
U02333,비주얼머천다이저(VMD)
U02033,자동차 운전면허 1종보통
U08296,2종 보통 자동차운전면허증
U05749,ACA PHOTOSHOP
U01262,패션 머천다이징산업 기사
U03841,GTQI 일러스트 1급
U00740,컴퓨터활용능력2급
U02191,워드프로세서 2급
U06184,유통관리사 2급
U02831,컴퓨터그래픽스운용기능사
U00038,프리젠테이션 실무능력
U00217,자동차운전면허 2종 보통
U02867,워드프로세서 1급
U04322,2종운전면허증
U08058,GTQ 포토샵 1급
U03491,전산응용건축제도기능사
U00752,패션디자인산업기사
U03099,컴퓨터활용능력 3급
U03771,2종보통운전면허
U02091,컴퓨터그래픽스운용기능사
U00840,중등교사 디자인 교사자격증(2급)
U00143,컬러리스트산업기사
U07344,MOUS 엑셀
U06919,무역영어3급
U03862,아동미술치료
U06828,1종보통운전면허증
U03792,워드프로세서 3급
U06308,MOS POWERPOINT 2003 CORE
U06011,TIQ 인터넷검색사
U01509,자동차운전면허2종 보통
U00759,운전면허 1종 보통
U05886,자동차운전면허 2종 보통
U04801,컴퓨터활용능력 3급
U03197,워드
U07278,자동차운전면허 1종 보통
U08430,패션 머천다이징산업 기사
U00275,자동차 운전면허 1종보통
U08190,컬러리스트 산업기사
U00960,1종보통운전면
U05075,운전면허 1종 보통
U07155,운전면허2종보통
U07323,염색기능사
U08191,컴퓨터그래픽스운용기능사
U05661,운전면허 1종 보통
U04093,컬러리스트 기사
U03895,인터넷검색사2급
U03838,MOS POWERPOINT CORE
U02578,MOS MASTER 2002
U05926,양장기능사
U07072,MOS(MICROSOFT OFFICE SPECIALIST) MASTER
U06138,유통관리사3급
U07647,MOS POWERPOINT 2002 CORE
U01362,기계자수기능사
U00282,자동차운전면허 2종 자동
U08064,VISUAL MERCHANDISING
U00496,ERP 정보관리사 물류1급
U02929,자동차 운전면허 1종보통
U07149,워드프로세서 2급
U02324,6시그마 GB
U05312,2종 보통 자동차운전면허증
U01504,자동차운전면허 1종 보통
U08102,정보기술자격 (ITQ)인증시험 한글엑셀 A급
U04814,운전면허 1종 보통
U07338,MOS WORD 2007 CORE
U07804,컴활3급
U03541,자동차 운전면허 1종보통
U05230,자동차 운전면허 1종보통
U00830,자동차운전면허1종 보통
U00546,운전면허 1종보통
U04805,자동차 운전면허 1종보통
U02970,MOS 엑셀 EXPERT
U04426,섬유디자인산업기사
U06902,자동차운전면허 2종 보통
U08068,2종보통운전면허
U04770,자동차운전면허 2종 보통
U02846,유통관리사 2급
U04000,UNIX
U03168,컴퓨터그래픽스운용기능사
U03694,자동차운전면허 2종 보통
U03432,스킨스쿠버 오픈워터
U07106,패션스타일리스트
