resume_seq,recruitment_seq
U04429,R02278
U03413,R05414
U06508,R00267
U05384,R04779
U06846,R01460
U01472,R03741
U03407,R00361
U07946,R02676
U04900,R04258
U03510,R03245
U07132,R00552
U06825,R01338
U05392,R00627
U03496,R03298
U07333,R03834
U07813,R02035
U02487,R03384
U06038,R03311
U04047,R03282
U02243,R00929
U04962,R02093
U02345,R06695
U05444,R05745
U07819,R03317
U01884,R00198
U05360,R00341
U06232,R02724
U01658,R03399
U04871,R06424
U02790,R05474
U00433,R00583
U05063,R01682
U02056,R03482
U05208,R01564
U05936,R03099
U04574,R05286
U07671,R00981
U02056,R06585
U00982,R02011
U07903,R00227
U05789,R05551
U07575,R04301
U01942,R02158
U06972,R03185
U01054,R02862
U02282,R03531
U00425,R01471
U02916,R06365
U01133,R03744
U02959,R02718
U03685,R06563
U04967,R05894
U08416,R06284
U00920,R04008
U03280,R04835
U04541,R02827
U06149,R03269
U01822,R03211
U02731,R00542
U00979,R06269
U08281,R01951
U04168,R04086
U04950,R00479
U07483,R03997
U06274,R06483
U04830,R05158
U08321,R01503
U06143,R01442
U01833,R03237
U08235,R05296
U06593,R01705
U00096,R00323
U03732,R03108
U04288,R00056
U03324,R00881
U05290,R06115
U01071,R00697
U00751,R03293
U00400,R05829
U04025,R04736
U07591,R04504
U00671,R06071
U07961,R01541
U05197,R00934
U00260,R01272
U01261,R05740
U06348,R00740
U07849,R01641
U01533,R00353
U00244,R01508
U03787,R03232
U00693,R06101
U01774,R00667
U06993,R03835
U04696,R01684
U06754,R03230
U02713,R03298
U05181,R00804
U08016,R00169
U06610,R01654
U05329,R01290
U07379,R00290
U00515,R02211
U06379,R01367
U01244,R01773
U08251,R03685
U07099,R03854
U07459,R05665
U01054,R05287
U01988,R06142
U07103,R01331
U08424,R04424
U05788,R01242
U06932,R06537
U05034,R01236
U04563,R00737
U07375,R05635
U00670,R06390
U04048,R05541
U02429,R04571
U04868,R04978
U06878,R00418
U03066,R04519
U05063,R03537
U05208,R06579
U05088,R05677
U08121,R00660
U02328,R05954
U05239,R00240
U01354,R04490
U05208,R05647
U02114,R02230
U00205,R03237
U05836,R02694
U06008,R06349
U02325,R06388
U02497,R04748
U05166,R06488
U06250,R03703
U01144,R00538
U05570,R05620
U00615,R04176
U05562,R01107
U04963,R04971
U05020,R00845
U03577,R01458
U05229,R05133
U01919,R02907
U07844,R01692
U01407,R04789
U05801,R02016
U04031,R04813
U03694,R05714
U07985,R05302
U07523,R03658
U03379,R02998
U05150,R00718
U05105,R05617
U02617,R04575
U03487,R06535
U01205,R01613
U01740,R01844
U03386,R00421
U04891,R03811
U00287,R05918
U06728,R05721
U00014,R06216
U00591,R02954
U00948,R04156
U01285,R03290
U07587,R06368
U06939,R01433
U07934,R06028
U07144,R06652
U03984,R02708
U07380,R03179
U03376,R01782
U06144,R04387
U03525,R00694
U05369,R01833
U02436,R01345
U02036,R05166
U07205,R01207
U07580,R05305
U03015,R06325
U03440,R05424
U01378,R01602
U05715,R00074
U02270,R02424
U06797,R05665
U03159,R00651
U03188,R01047
U05692,R01673
U07297,R04942
U00220,R03025
U07367,R02620
U06877,R04796
U03712,R01233
U08023,R03155
U06028,R03967
U07176,R04795
U01018,R01736
U01834,R00466
U07312,R03537
U02246,R01543
U02670,R04467
U03669,R03413
U00577,R01828
U01245,R06434
U07471,R04061
U04411,R04451
U05567,R03219
U05525,R06367
U04606,R01760
U01796,R03198
U03585,R00996
U01575,R00386
U07486,R06439
U08101,R01810
U02689,R04057
U02548,R01646
U01296,R00056
U03389,R04361
U06885,R06409
U06991,R01937
U08455,R02508
U04258,R00438
U01562,R00482
U04564,R04907
U07045,R00673
U02973,R05135
U03737,R02366
U03092,R06573
U03401,R03315
U05129,R01962
U03451,R00903
U06202,R01023
U01123,R01049
U08009,R04538
U04764,R02797
U06374,R02341
U04249,R01314
U03148,R02328
U03562,R03356
U04719,R03015
U07774,R02941
U00442,R06208
U07851,R04247
U02118,R05621
U05700,R05999
U00993,R02529
U05434,R02256
U08098,R05443
U01432,R01490
U01876,R02911
U03089,R02779
U01590,R03649
U05122,R02112
U07179,R01879
U04246,R03457
U04532,R03257
U04161,R05796
U00695,R02787
U00090,R00805
U03918,R00017
U01478,R04580
U02727,R01828
U01608,R03714
U07023,R05461
U01223,R00570
U03490,R05361
U06125,R00210
U02159,R04383
U07449,R00235
U02164,R00277
U02633,R00851
U04830,R04834
U07636,R05413
U05009,R01877
U08100,R02215
U03108,R04602
U04956,R06456
U03500,R00284
U04711,R04628
U00169,R06234
U07214,R03694
U01968,R01522
U05864,R03332
U00025,R00489
U07240,R02836
U03122,R03925
U05658,R06332
U03647,R04350
U04186,R03582
U06764,R01501
U06060,R03261
U03123,R01815
U05037,R00944
U01403,R04727
U01281,R00174
U01173,R00428
U01204,R00480
U05275,R02803
U01165,R02041
U02008,R04662
U03129,R00967
U05063,R05968
U06936,R05649
U00368,R04409
U02440,R06128
U03626,R05595
U08389,R03814
U03445,R02135
U04842,R05186
U04097,R01273
U01796,R01928
U06551,R05592
U06848,R01551
U01837,R02865
U07819,R02597
U02367,R01205
U06981,R04870
U06107,R01244
U01431,R04239
U07888,R00280
U03356,R06583
U08350,R01168
U00152,R04134
U00757,R00285
U05777,R02435
U06698,R01184
U05519,R02354
U01347,R00815
U02633,R05107
U05114,R03138
U05957,R00773
U05344,R00275
U01036,R02897
U05300,R04066
U08343,R05374
U03418,R00927
U04213,R03647
U00608,R00940
U03348,R03714
U05356,R06382
U03091,R04066
U06019,R05921
U07321,R05102
U04374,R02249
U03529,R06587
U01657,R03004
U07948,R01090
U03760,R01712
U07294,R03099
U01896,R05690
U02019,R03037
U07880,R03078
U02498,R01200
U02787,R00146
U03994,R00140
U08107,R01215
U04302,R03268
U04397,R04552
U04422,R06225
U02141,R04688
U07097,R03356
U07956,R00429
U05525,R01944
U04979,R05406
U04481,R04326
U07966,R06146
U07401,R04456
U04323,R04058
U07853,R05675
U00118,R01693
U01221,R02253
U07505,R01071
U03884,R01575
U04328,R05878
U03918,R04842
U03939,R00569
U01979,R05284
U04073,R04446
U07906,R03251
U02868,R05356
U01623,R03490
U03834,R01379
U00587,R03589
U08269,R01247
U02266,R03597
U03759,R05924
U07183,R05344
U07132,R01063
U01564,R00866
U06936,R03162
U04545,R06310
U02010,R01187
U07023,R01293
U00194,R03370
U00852,R05714
U03201,R00398
U00925,R01741
U01070,R02185
U01672,R05138
U03697,R03130
U01919,R05657
U05273,R03377
U00100,R00343
U03931,R04337
U01504,R05925
U06852,R06259
U05142,R03817
U00630,R00988
U02387,R01758
U05164,R00717
U06506,R02020
U07067,R00408
U03135,R02532
U02769,R04858
U01724,R04925
U07169,R06485
U00950,R05819
U01104,R02215
U05215,R03747
U06109,R02289
U07471,R04324
U03455,R06095
U04621,R04189
U06583,R05539
U03175,R00787
U04896,R03216
U02321,R01147
U05695,R02220
U03626,R02670
U02912,R04590
U03556,R02246
U06618,R01818
U07717,R05560
U04048,R06175
U06616,R04954
U07394,R05883
U07570,R05091
U02674,R05830
U05941,R02313
U03631,R02878
U06352,R05878
U05001,R00362
U05904,R01475
U03001,R01339
U06552,R01886
U01720,R03897
U00503,R06397
U07848,R01103
U01762,R04735
U06138,R00930
U08121,R04314
U07447,R06238
U01772,R05676
U03216,R06532
U00545,R04232
U01018,R05271
U00220,R05056
U03343,R00399
U04687,R00575
U01182,R01984
U05221,R05202
U06107,R04252
U05161,R03861
U04762,R03743
U00564,R03060
U00303,R03654
U04667,R05212
U06573,R05293
U01848,R05264
U04562,R02570
U05715,R04841
U00125,R05481
U04902,R05063
U05354,R06244
U00471,R01603
U07160,R01058
U02752,R03255
U03919,R05836
U07244,R06055
U00981,R02774
U02843,R06106
U01265,R03430
U06362,R03782
U05785,R01609
U02926,R01669
U04516,R06145
U01174,R01093
U03486,R01193
U07824,R01921
U04626,R05755
U06619,R05094
U00749,R04145
U00679,R06214
U05572,R02858
U01172,R00259
U00925,R00832
U08210,R03178
U01698,R01776
U07549,R03914
U02468,R01447
U07634,R01057
U05912,R00340
U00893,R01678
U01608,R00477
U00501,R01810
U03745,R05913
U03303,R01242
U00140,R01020
U04480,R04841
U07383,R03251
U01141,R04085
U00165,R05611
U02477,R01597
U02379,R04164
U00017,R03418
U00352,R00969
U02288,R03048
U07490,R00983
U03402,R00022
U03111,R05574
U07753,R01889
U06224,R00135
U03622,R01186
U00737,R05072
U08281,R05540
U01479,R02664
U07871,R01667
U08249,R00828
U07835,R02288
U01416,R04970
U00388,R05848
U08321,R02099
U00193,R00206
U02460,R06009
U06361,R06627
U05114,R01619
U06152,R00611
U00142,R02985
U01968,R06400
U08140,R04102
U01250,R01605
U06409,R03058
U04993,R06527
U03655,R01179
U08083,R03145
U00554,R05636
U04437,R04108
U00578,R00242
U03853,R00135
U05009,R03319
U05644,R03514
U05954,R03073
U05555,R05153
U00614,R03497
U04960,R05107
U01021,R01484
U03867,R02264
U05609,R04976
U03670,R06485
U05353,R05739
U06225,R00274
U00021,R04205
U07457,R01594
U05490,R06275
U08083,R01715
U04294,R06383
U07368,R05996
U05095,R04818
U06943,R06130
U03522,R01557
U04813,R01146
U04896,R03237
U00758,R04767
U02232,R00281
U01571,R04764
U08281,R04537
U02436,R02336
U06091,R03897
U02397,R02225
U07383,R05886
U00169,R00840
U01702,R00271
U06403,R00946
U01263,R04159
U01314,R03729
U03186,R02824
U02056,R05330
U00749,R03127
U06703,R00652
U04761,R02685
U04430,R01137
U02882,R05243
U01888,R03837
U06390,R05912
U04271,R03790
U00243,R06692
U04888,R02554
U05899,R01756
U00845,R00507
U03674,R03996
U06677,R05830
U05054,R03012
U04222,R03018
U06719,R04934
U04478,R05407
U04635,R02615
U07512,R05199
U07507,R01306
U06191,R05034
U00875,R01372
U05699,R02341
U03392,R03522
U02413,R04401
U08011,R04205
U07634,R06644
U02021,R02099
U06668,R04953
U00469,R06134
U00234,R01498
U04583,R01215
U08024,R01275
U00124,R00659
U04341,R03718
U06937,R01880
U04052,R02444
U07096,R02319
U00253,R04407
U05016,R02562
U08270,R05295
U04009,R01597
U07802,R00614
U05144,R01498
U04437,R02163
U07186,R03147
U07457,R01619
U06943,R00974
U06898,R06643
U00038,R06461
U00667,R01192
U07540,R00915
U02909,R06380
U07540,R01895
U04764,R03761
U07048,R04651
U06943,R01699
U04901,R04932
U04607,R01047
U06093,R01446
U06341,R03889
U06484,R03510
U00746,R04047
U07225,R06651
U06915,R03656
U08400,R06464
U07631,R05863
U06171,R01294
U03095,R01608
U05275,R04088
U06381,R05280
U02578,R00265
U03343,R05869
U07424,R05914
U04864,R04532
U06856,R04953
U05977,R05417
U04633,R03191
U04946,R05168
U00695,R04869
U02753,R04800
U07486,R05173
U01777,R05725
U06373,R03594
U01368,R00921
U02279,R02549
U06287,R02992
U05944,R01206
U03186,R06461
U08370,R06521
U01777,R04460
U03004,R00793
U02143,R04916
U01118,R01538
U00435,R01586
U03979,R00040
U07011,R05787
U00160,R00537
U07931,R02852
U00950,R03926
U04008,R02729
U00591,R04826
U08324,R03638
U05349,R05209
U00241,R01348
U02416,R02666
U04445,R03153
U06845,R04510
U07148,R02355
U01842,R01867
U05442,R02432
U03995,R05798
U00411,R02558
U06265,R05699
U02921,R00474
U03072,R04645
U07639,R02226
U06493,R02333
U05316,R00753
U05041,R03836
U01623,R00421
U07688,R04601
U06268,R01705
U03486,R01415
U01029,R06265
U00285,R00796
U06762,R06073
U04540,R00587
U00852,R02931
U03774,R00584
U04531,R01296
U06798,R03710
U05299,R00036
U00341,R01243
U02852,R04741
U00291,R02587
U05124,R02224
U02008,R02224
U03001,R03316
U07853,R03591
U04298,R05484
U04805,R00341
U04376,R04098
U02586,R03683
U06177,R00331
U05252,R01611
U05495,R04081
U02864,R02035
U02719,R00698
U01920,R06547
U05351,R06390
U02859,R00151
U03435,R01900
U07063,R00519
U02773,R04151
U01424,R00142
U01026,R05894
U04189,R05746
U02324,R06494
U02056,R05003
U06719,R06451
U01337,R00914
U01555,R00820
U04246,R03105
U01740,R00793
U03065,R05552
U00812,R02001
U06166,R00615
U03611,R00484
U07415,R02954
U02005,R02452
U04814,R02924
U07610,R05615
U00485,R00912
U02704,R00141
U04267,R03612
U07346,R00827
U00215,R04270
U06341,R02396
U03142,R05129
U02164,R04899
U04315,R03820
U02145,R02123
U02095,R01655
U06788,R02300
U02278,R01308
U00424,R06414
U03082,R06157
U03451,R00763
U04593,R02929
U07029,R02483
U03147,R05170
U03337,R00991
U00296,R00180
U08474,R00891
U01790,R06135
U01428,R01254
U02909,R01472
U07342,R04689
U08478,R03939
U04264,R05026
U05037,R05426
U06197,R00902
U04491,R03391
U00614,R02001
U04820,R05266
U01487,R01173
U02680,R00211
U07163,R01175
U05884,R04239
U07665,R04074
U03406,R01878
U05659,R04807
U08313,R01548
U06045,R05693
U00564,R00325
U00482,R00571
U05181,R02339
U08343,R02031
U08438,R03088
U03814,R00764
U05807,R00569
U03636,R06158
U05320,R03237
U03598,R00471
U07447,R05898
U00067,R01044
U03410,R05286
U00555,R01957
U07150,R05585
U00238,R01551
U03251,R04511
U02456,R00853
U05480,R02116
U05325,R02199
U08203,R04228
U00217,R03310
U06553,R02256
U04562,R04461
U07331,R01476
U03570,R01527
U00500,R05366
U02548,R02446
U03435,R06195
U03086,R05310
U07542,R06444
U07151,R02037
U05142,R01177
U06029,R02104
U08281,R03064
U05696,R01987
U01597,R06410
U06219,R01094
U00008,R02355
U07470,R05400
U06656,R03809
U03279,R01319
U06364,R03113
U06585,R01263
U00722,R03566
U05847,R06021
U04752,R04128
U01085,R03720
U03402,R05553
U04212,R03372
U07671,R03294
U03827,R05342
U07792,R05212
U04283,R04922
U06334,R03185
U00852,R05076
U08330,R05568
U03249,R05381
U06046,R05247
U01597,R01019
U05143,R06502
U07406,R03060
U01563,R00148
U08010,R03868
U05875,R05538
U01504,R04191
U08175,R06216
U07871,R00531
U02897,R03910
U06672,R00771
U04374,R05304
U08209,R00588
U00096,R06200
U03647,R06262
U05507,R04199
U04404,R02105
U04461,R06306
U01243,R01584
U03518,R00688
U06462,R01522
U00615,R05821
U01296,R04767
U07377,R00107
U01224,R06106
U04629,R03754
U00407,R04315
U04148,R04042
U06440,R00156
U00420,R00314
U04327,R01340
U05766,R04949
U03056,R03515
U00461,R02161
U06608,R04356
U03246,R00182
U07692,R03405
U06498,R01576
U07251,R02135
U01251,R04780
U02535,R00832
U04321,R06266
U08406,R02354
U01730,R06153
U05106,R00350
U07404,R04011
U05960,R00531
U07476,R01168
U05797,R05440
U07541,R05829
U01016,R03769
U07156,R01572
U04394,R06625
U04615,R01214
U08216,R01371
U02732,R06452
U05177,R02662
U04441,R03237
U07203,R02508
U00487,R03832
U05144,R06441
U01134,R03703
U03951,R03655
U03339,R04069
U07782,R01543
U04416,R00180
U07110,R02271
U01889,R05832
U07497,R05913
U02986,R01636
U03273,R03467
U07441,R04925
U01056,R00176
U00689,R00782
U05089,R02016
U00096,R04186
U00778,R04032
U08411,R02504
U00694,R05047
U05842,R04691
U03245,R01205
U03219,R03845
U03492,R02894
U04364,R06025
U07625,R04829
U02404,R02098
U06365,R01311
U00815,R06291
U01071,R01025
U02201,R05417
U08179,R05510
U00247,R00367
U00496,R05911
U01973,R03695
U05700,R00598
U06395,R02722
U08000,R00003
U00706,R04936
U07903,R01430
U03713,R04471
U05018,R01409
U01624,R02135
U06508,R00964
U03403,R01302
U00006,R04059
U04984,R01232
U07067,R03505
U01967,R00329
U05625,R04653
U04820,R05113
U05028,R03022
U08160,R00673
U02820,R02183
U07819,R03282
U00615,R05833
U04701,R00306
U05326,R02512
U03082,R01704
U04284,R03861
U00502,R03983
U03361,R06053
U03303,R01389
U07641,R03310
U07201,R06190
U06913,R04804
U03795,R04906
U05115,R02781
U03685,R06282
U07948,R05979
U00306,R04024
U01951,R03789
U01189,R04907
U03435,R01373
U01720,R02923
U07878,R05787
U01550,R05124
U06764,R03934
U05000,R05207
U05948,R04598
U08220,R05154
U02781,R02190
U05068,R00206
U04818,R03200
U07050,R00718
U04431,R03098
U01331,R01599
U01894,R00603
U00979,R00590
U05503,R01872
U06407,R01737
U04612,R04684
U01041,R02357
U03173,R02515
U00521,R05224
U03873,R04299
U05167,R00381
U07256,R03856
U06595,R03646
U01681,R02432
U00304,R06686
U07099,R04743
U07872,R05248
U01205,R02460
U02017,R02709
U04263,R02145
U03392,R04207
U05538,R02660
U00708,R03832
U02970,R05437
U01274,R04123
U04701,R05033
U03805,R02288
U05549,R06106
U00696,R01435
U01555,R02671
U04082,R02234
U01601,R03495
U06740,R06573
U05985,R06366
U05289,R01626
U08370,R04868
U04095,R04373
U03502,R06413
U02485,R04465
U07474,R04047
U07209,R05735
U01541,R03420
U05886,R02322
U01670,R02239
U01414,R05835
U03286,R00201
U00632,R04703
U02065,R01935
U06324,R02373
U04159,R01265
U00850,R00977
U04501,R03884
U07641,R05481
U07049,R02650
U05554,R00804
U00941,R06373
U02463,R00590
U01978,R03970
U06323,R00214
U00116,R06183
U00849,R05197
U02423,R00057
U04149,R06647
U03284,R04564
U00956,R01214
U00130,R01622
U06262,R04909
U05668,R02854
U00031,R01129
U07281,R01047
U08450,R02908
U05258,R00052
U00297,R01289
U06343,R00858
U08156,R06568
U01397,R02901
U07507,R04962
U02904,R02055
U03543,R03392
U05738,R03476
U01553,R00715
U03478,R03740
U01670,R05375
U05390,R01081
U07540,R00429
U07467,R01996
U00303,R00975
U06085,R00140
U07126,R02165
U04327,R05304
U00848,R03288
U02155,R01641
U02915,R04876
U04862,R05458
U01321,R05706
U00405,R03540
U06249,R01825
U07105,R02386
U07717,R03084
U07866,R00647
U07375,R02082
U02520,R06085
U01018,R03394
U01945,R06536
U05273,R01501
U07275,R02911
U08243,R02205
U04779,R03064
U07589,R02034
U03229,R02079
U03336,R00394
U04649,R03869
U05842,R06502
U02657,R05040
U05368,R06398
U06824,R03759
U07063,R01262
U00149,R03538
U07042,R06608
U06362,R00374
U07063,R03244
U04971,R02735
U06052,R02389
U06760,R04928
U03311,R01014
U01466,R03243
U04820,R04061
U05625,R02625
U05876,R01632
U07249,R03922
U05951,R05515
U00349,R02412
U07490,R06502
U02269,R00303
U03875,R03181
U02222,R02935
U01699,R05874
U01269,R04146
U04474,R06683
U00666,R06079
U02759,R04704
U07618,R02991
U03495,R02963
U00172,R04925
U03018,R05140
U02267,R01488
U04246,R02416
U02646,R02420
U08156,R03764
U03669,R01764
U03238,R03571
U05646,R00944
U00886,R02387
U03268,R04458
U05695,R04073
U08234,R01245
U06621,R04846
U02781,R03441
U01611,R03407
U03853,R02465
U06415,R02473
U05799,R01118
U02059,R06099
U01770,R02420
U03565,R02801
U05099,R02747
U00400,R00349
U08360,R01383
U07566,R01965
U07040,R02876
U05465,R06349
U00254,R06216
U03071,R04011
U02456,R05875
U02324,R04940
U00717,R02831
U05852,R00778
U05023,R01567
U01945,R02232
U06407,R03106
U02140,R01712
U06302,R06297
U01255,R06099
U04339,R01447
U00497,R04464
U00602,R02659
U06962,R03068
U03257,R04570
U07264,R01931
U05308,R01203
U02965,R00712
U00326,R02268
U00331,R06018
U01626,R02913
U06890,R01109
U01497,R02287
U02296,R04677
U01265,R02463
U01372,R05316
U01070,R05001
U02904,R00146
U07735,R02230
U02108,R03213
U01275,R06623
U00984,R03629
U07441,R02113
U06536,R03534
U07044,R04191
U06323,R04739
U00572,R00278
U08143,R01128
U03500,R02023
U08166,R05218
U05658,R00975
U02012,R06676
U07656,R04925
U04946,R03850
U08225,R01514
U01279,R02847
U00210,R01635
U00243,R01444
U02778,R02222
U03053,R00262
U04985,R03679
U05434,R06638
U07860,R04200
U06997,R01680
U05562,R03421
U03771,R06220
U03306,R05537
U00282,R06086
U06697,R00893
U05617,R01697
U01809,R01845
U02088,R01221
U02686,R01815
U03929,R03662
U05982,R00484
U07492,R04583
U04886,R05829
U07450,R00721
U02122,R00513
U02342,R03709
U02151,R01625
U07999,R03902
U05920,R01308
U00563,R03966
U05900,R02347
U00969,R04401
U05737,R01171
U06034,R03674
U05217,R06321
U05951,R06248
U08221,R05430
U07529,R01489
U05025,R06563
U04789,R05924
U04244,R02881
U00681,R00040
U07948,R02741
U05697,R03779
U02373,R02209
U05214,R04499
U02806,R04547
U03647,R03544
U03246,R01177
U08000,R04287
U07502,R05815
U04445,R00912
U03400,R00921
U07687,R04617
U02081,R00576
U05813,R02633
U05331,R03423
U07562,R06147
U07941,R00387
U08014,R00908
U01563,R00262
U07848,R00766
U00910,R00511
U07856,R01891
U04431,R06578
U00780,R05755
U04675,R00742
U02965,R06282
U00623,R01242
U03330,R02075
U03375,R05771
U00720,R04949
U07063,R01800
U02006,R04985
U03705,R05285
U05402,R02489
U01202,R04949
U01432,R02713
U08083,R04135
U06727,R03921
U05590,R02192
U03486,R03561
U07386,R03867
U00298,R03975
U02657,R05903
U04891,R04755
U02662,R04752
U06890,R04577
U04346,R00944
U07764,R00763
U05182,R00712
U02248,R03731
U06674,R02233
U03035,R05237
U07897,R00808
U07299,R00145
U05334,R01761
U00205,R05873
U02351,R00161
U06552,R03735
U00036,R01558
U07356,R04299
U04661,R05108
U05506,R01269
U00012,R03388
U06468,R04463
U05387,R00510
U01449,R01459
U05305,R01013
U00322,R02796
U00437,R01831
U06203,R01004
U07605,R00119
U02682,R04223
U01167,R02064
U07342,R05925
U02561,R01118
U02026,R05675
U00502,R04053
U00601,R05417
U05842,R06526
U01646,R00221
U02632,R06413
U05144,R00585
U03782,R03888
U01697,R05964
U04625,R05385
U04238,R04451
U04950,R04757
U01684,R00254
U07916,R00592
U05310,R01365
U00653,R02655
U07301,R00178
U07997,R01487
U02816,R05224
U07470,R04894
U06410,R02498
U06034,R01996
U03615,R02871
U08337,R03112
U04748,R02084
U00981,R01314
U00921,R03557
U04541,R01357
U00290,R02835
U04546,R06529
U06632,R04518
U07884,R00503
U03800,R05076
U03946,R03975
U00577,R01794
U06900,R00240
U07149,R04573
U06086,R01727
U06621,R02796
U07947,R06688
U06910,R05048
U06240,R01158
U03144,R03956
U08389,R04971
U03562,R03794
U00739,R03625
U07902,R01584
U03189,R03904
U03922,R05685
U03689,R00779
U01194,R03778
U06612,R03450
U07946,R04334
U04200,R03177
U03146,R00910
U05776,R02475
U05651,R01952
U02707,R03662
U03621,R00273
U01205,R04818
U03362,R02776
U02978,R04047
U05594,R03558
U04422,R00047
U04856,R02072
U07354,R04076
U02728,R02815
U02207,R02060
U04848,R02513
U05182,R00337
U07859,R01913
U02995,R04913
U05501,R06026
U07580,R04684
U03350,R02604
U01037,R01076
U03216,R06659
U00586,R05869
U07402,R01359
U05186,R05917
U03142,R01299
U02085,R00836
U05787,R00615
U02803,R00553
U01696,R05472
U03531,R00542
U06662,R05574
U03742,R06580
U05055,R06646
U01486,R01820
U07401,R05676
U06796,R01149
U03742,R06410
U02825,R01730
U08281,R05916
U01414,R01118
U01027,R06610
U06133,R01215
U07095,R06529
U04422,R00334
U01663,R05714
U04327,R01804
U03256,R03736
U01244,R01087
U02134,R03615
U04249,R02614
U04422,R02388
U07908,R04156
U04422,R05254
U08218,R06248
U06956,R04166
U01274,R06411
U07656,R03314
U01575,R05203
U05355,R02021
U01563,R01677
U02201,R04194
U00253,R04053
U05260,R01455
U02018,R01043
U00210,R00699
