recruitment_seq,address_seq1,address_seq2,address_seq3,career_end,career_start,check_box_keyword,education,major_task,qualifications,text_keyword
R00728,5.0,,,0,0,2101;2201;2204;2205;2707,4,2,1,
R00225,3.0,,,0,0,2101;2108;2201;2707,3,2,2,
R00321,3.0,,,0,0,2507;2707,3,2,1,
R02848,3.0,,,0,0,2507;2707,4,2,2,
R01162,3.0,,,0,0,2507;2707,4,2,1,
R05555,3.0,,,0,0,2507;2707,3,2,1,
R02828,3.0,,,0,0,2201;2204;2507;2707,4,2,2,
R00415,3.0,,,0,0,2204;2205;2707,4,2,1,
R04500,3.0,,,0,0,2507;2707,3,2,2,
R03939,3.0,,,0,0,2101;2108;2201;2707,3,2,1,
R04481,3.0,,,0,0,2507;2707;2799,3,2,1,
R05513,3.0,,,0,0,2507;2707,3,2,1,
R04586,3.0,,,0,0,2507;2707;2810,3,2,1,
R00692,3.0,,,0,0,2507;2707,3,2,2,
R01505,3.0,,,0,0,2507;2707,4,2,1,
R06006,3.0,,,0,0,2507;2707,3,2,1,디자이너.;신입.경력;여성복
R04256,3.0,,,0,0,2101;2108;2201;2707,4,2,2,MD
R01952,3.0,,,0,0,2707;2507,4,2,1,
R00381,3.0,,,0,0,2707;2507,4,2,1,
R03114,3.0,,,0,0,2101;2108;2201;2707,3,2,1,
R04023,3.0,,,0,0,2101;2107;2106;2199;2102;2507,4,2,1,
R04194,3.0,,,0,0,2101;2108;2109;2110;2201;2203;2204;2205,4,2,1,
R02205,3.0,,,0,0,2101;2201;2204;2205;2707,2,2,1,
R00105,3.0,,,0,0,2507;2707,3,2,1,
R01045,3.0,,,0,0,2507;2707,4,2,2,
R05595,3.0,,,0,0,2201;2204;2205;2707,2,2,1,
R06413,3.0,,,0,0,2799;2707;2507,4,2,1,
R03126,3.0,,,0,0,2101;2108;2201;2707,4,2,2,
R01879,3.0,,,0,0,2507;2707,4,2,1,
R01774,3.0,,,0,0,2507;2707;2810,2,2,1,
R02356,3.0,,,0,0,2101;2108;2201;2707,4,2,2,
R00197,3.0,,,0,0,2507;2707,3,2,1,
R06061,3.0,,,0,0,2507;2707,2,2,1,
R03592,3.0,,,0,0,2101;2201;2204;2205;2707,3,2,2,영업;MD;영업MD
R04403,3.0,1.0,,0,0,2799;2707;2599;2507,3,2,1,
R01348,3.0,,,0,0,2707;2299;2204;2201,3,2,1,
R03219,3.0,,,0,0,2507;2707,3,2,1,
R04311,3.0,,,0,0,2101;2108;2201;2707,3,2,1,
R01159,3.0,,,0,0,2101;2201;2204;2205;2707,3,2,1,
R04001,3.0,,,0,0,2507;2707;2810,2,2,1,
R01482,3.0,,,0,0,2101;2201;2204;2205;2707,4,2,1,
R04291,3.0,,,0,0,2201;2204;2205;2707,3,2,1,
R01296,3.0,,,0,0,2507,4,7,1,
R02278,3.0,,,0,0,2204;2205;2707,2,2,1,
R03595,3.0,,,0,0,2101;2108;2201;2707,4,2,1,
R05413,3.0,,,0,0,2501;2507;2707,3,2,2,
R06185,3.0,,,0,0,2101;2108;2201;2707,4,2,1,
R05006,3.0,,,0,0,2201;2204;2507;2707;2799,3,2,1,거래처관리;의류;잡화;섬유;의복;브랜드;영업기획;채널영업;의상;거래선개발관리;법인영업;스포츠의류;백화점;아웃도어;영업관리;일반영업;패션
R05392,3.0,,,0,0,2101;2108;2201;2707,3,2,1,
R00913,3.0,,,0,0,2101;2108;2110;2201;2203;2204;2299;2707,2,2,2,
R00097,3.0,,,0,0,2101;2104;2105;2108;2109;2201;2204;2205,4,2,1,
R02094,3.0,,,0,0,2707,2,2,1,
R05635,3.0,,,0,0,2507;2707;2810,2,2,1,
R03386,3.0,,,0,0,2707;2108;2109,3,2,2,
R06388,3.0,,,0,0,2201;2204;2205;2707,3,2,1,
R04628,3.0,,,0,0,2101;2201;2204;2205;2707,4,2,1,
R03517,3.0,,,0,0,2507;2707,3,2,1,
R02619,3.0,,,0,0,2501;2507;2707;2810,3,8,2,
R05958,3.0,,,0,0,2507,4,7,1,
R02754,3.0,,,0,0,2507;2707,4,2,2,
R03843,3.0,,,0,0,2109;2201;2205;2507;2703;2707;2810,3,2,0,
R05202,3.0,,,0,0,2101;2108;2201;2707,3,2,2,
R05425,3.0,,,0,0,2101;2201;2204;2205;2707,2,2,1,
R01755,3.0,,,0,0,2201;2204;2205;2707,4,2,1,
R06262,3.0,,,0,0,2101;2108;2201;2707,3,2,2,여성캐주얼MD
R02217,3.0,,,0,0,2101;2108;2110;2201;2204;2205;2299;2707,3,2,2,
R02612,3.0,,,0,0,2201;2204;2205;2707,3,2,1,
R05380,3.0,,,0,0,2101;2108;2109;2201;2203;2204;2205;2302,3,2,1,
R04470,3.0,,,0,0,2101;2107;2106;2199;2102;2507,4,2,1,
R01335,3.0,,,0,0,2507;2707,4,2,1,
R03850,3.0,,,0,0,2101;2108;2201;2204;2205;2707,4,2,1,
R04287,3.0,,,0,0,2101;2108;2201;2204;2205;2707,3,2,2,
R04223,3.0,,,0,0,2101;2108;2201;2204;2205;2507;2707;2810,3,2,2,
R02989,3.0,,,0,0,2201;2204;2205;2707,3,2,1,매장영업;매장관리;대리점관리;영업;대리점영업
R03634,3.0,,,0,0,2110;2201;2204;2205;2707,4,2,1,
R04352,3.0,,,0,0,2507;2707;2810,2,2,1,
R02767,3.0,,,0,0,2108;2707;2810,3,2,1,생산;생산관리;의류생산
R04423,3.0,,,0,0,2102;2106,2,2,1,
R06683,3.0,,,0,0,2507;2707,2,2,1,
R06105,3.0,,,0,0,2101;2108;2109;2201;2203;2302;2303;2707,3,2,2,
R05220,3.0,,,0,0,2101;2113;2201;2204;2205;2707;3103;3199,2,2,1,
R04244,3.0,,,0,0,2101;2108;2201;2204;2205;2707,4,2,1,
R00136,3.0,,,0,0,2101;2102;2108;2201;2204;2205;2707,4,2,1,
R02727,3.0,,,0,0,2507,2,7,1,
R02448,3.0,,,0,0,2101;2201;2204;2205;2707,3,2,1,
R00782,3.0,,,0,0,2507;2707,3,2,1,
R02110,3.0,,,0,0,2707;2205;2204;2201;2507,3,2,2,의류;섬유;의복;정상;의상;영업;백화점;영업관리;일반영업
R06669,3.0,,,0,0,2101;2108;2201;2507;2707;2810,4,2,1,
R06432,3.0,,,0,0,2101;2201;2204;2205;2707,3,2,2,영업MD;MD;유통;영업;백화점
R05647,3.0,,,0,0,2501;2507;2707,2,8,1,
R00270,3.0,,,0,0,2101;2108;2201;2507;2707;2810,3,2,1,
R01779,5.0,,,0,0,2108;2109;2203;2707;2810,4,7,1,
R00091,3.0,,,0,0,2201;2203;2204;2205;2507;2707,3,2,1,의류;섬유;의복;영업기획;의상;판매영업;판매사원관리;남성복;여성복;일반영업;영업관리;영업지원
R06447,3.0,,,0,0,2101;2108;2201;2206;2507;2707,3,2,1,
R04889,3.0,,,0,0,2201;2507,3,2,1,
R04165,3.0,,,0,0,2101;2108;2201;2707,4,2,1,
R01566,3.0,,,0,0,2101;2108;2109;2110;2201;2203;2707,2,2,1,
R03625,3.0,,,0,0,2201;2204;2205;2707,4,2,1,
R02643,3.0,,,0,0,2201;2204;2205;2707,3,2,1,
R04699,3.0,,,0,0,2507;2707,4,2,1,디자이너;디자인
R02578,3.0,,,0,0,2101;2108;2201;2507;2707,4,2,1,
R02963,3.0,,,0,0,2507;2599;2707,3,2,2,
R01773,3.0,,,0,0,2507;2707,3,2,1,
R06636,3.0,,,0,0,2101;2108;2109;2111;2201;2203;2204;2205,3,2,2,
R01203,3.0,,,0,0,2101;2109;2201;2204;2205;2707,3,2,2,
R06248,3.0,,,0,0,2101;2108;2201;2707,2,8,1,기획MD
R05215,3.0,,,0,0,2507;2707,3,2,1,패션디자인;여성;영캐주얼
R04543,3.0,,,0,0,2101;2201;2204;2205;2707,3,2,2,
R05881,5.0,,,0,0,2101;2108;2109;2110;2201;2203;2707,3,2,1,
R02036,3.0,,,0,0,2507;2707,4,2,1,
R04515,3.0,,,0,0,2507;2707,3,2,2,
R05062,3.0,,,0,0,2707;2110;2507;2101,4,2,1,
R06288,3.0,,,0,0,2507;2707;2810,2,2,2,
R00455,3.0,,,0,0,2101;2914;2707,4,2,2,
R00465,3.0,,,0,0,2507;2707,4,2,1,
R05534,3.0,,,0,0,2507;2707;2201,3,2,1,
R02131,3.0,,,0,0,2101;2108;2201;2707,4,2,1,TIME;HOMME;MD;타임옴므;한섬
R01042,3.0,,,0,0,2101;2113;2201;2204;2205;2707;3103;3199,3,2,1,
R03362,3.0,,,0,0,2507;2707;2111,3,2,1,
R02334,3.0,,,0,0,2101;2201;2204;2205;2707,3,2,1,
R01281,3.0,,,0,0,2507;2707,3,2,1,
R05178,3.0,,,0,0,2201;2204;2205;2707,3,2,1,
R06649,20.0,,,0,0,2507;2599;2799,2,2,1,
R04858,3.0,,,0,0,2201;2204;2205;2707,3,2,2,
R05090,3.0,,,0,0,2101;2108;2201;2507;2707,2,2,1,
R01803,3.0,,,0,0,2507;2707,3,2,1,
R03430,3.0,,,0,0,2507;2707,3,2,1,
R06693,5.0,,,0,0,2102;2707,4,2,1,
R06516,3.0,,,0,0,2204;2707,2,2,1,
R03768,3.0,,,0,0,2108;2109;2201;2204;2205;2507;2707;2810,3,2,2,
R02816,3.0,,,0,0,2101;2201;2204;2205;2707,2,2,1,
R00951,3.0,,,0,0,2108;2707;2810,3,2,1,
R04801,3.0,,,0,0,2109;2201;2205;2707,3,2,2,
R00467,3.0,,,0,0,2101;2108;2201;2707,4,2,1,
R00770,3.0,20.0,,0,0,2507;2101;2110;2108;2204;2203;2104;2506;2109,2,2,1,
R04330,3.0,,,0,0,2507;2707,4,2,1,
R01753,3.0,,,0,0,2101;2108;2201;2707,3,2,2,용품;MD;기획MD;캐주얼;잡화;가방
R04216,3.0,,,0,0,2507;2707,2,2,1,
R03512,3.0,,,0,0,2101;2108;2201;2204;2205;2707,2,2,2,
R01073,3.0,,,0,0,2101;2201;2204;2205;2707,2,2,1,
R06629,3.0,,,0,0,2507;2707;2810,3,2,1,
R01267,3.0,,,0,0,2101;2108;2201;2707,2,2,2,
R04313,3.0,,,0,0,2507;2707,3,2,2,
R00791,3.0,,,0,0,2101;2108;2201;2204;2205;2707,2,2,2,
R03017,3.0,,,0,0,2101;2104;2105;2707;3008;3099,4,2,1,
R03720,3.0,,,0,0,2501;2507,3,2,1,
R01637,3.0,,,0,0,2101;2201;2204;2205;2707,2,2,2,
R04134,3.0,,,0,0,2101;2108;2201;2204;2205;2707,3,2,1,
R00308,3.0,,,0,0,2507;2707,4,2,1,
R04735,3.0,,,0,0,2101;2201;2204;2205;2707,2,2,1,
R04193,3.0,,,0,0,2101;2104;2105;2204;2205;2707;3007;3008;3099,2,2,2,
R00178,3.0,,,0,0,2101;2104;2105;2108;2201;2204;2205;2707;3008;3099,2,2,2,영업MD;여셩패션;VMD;여성복;백화점
R04721,5.0,,,0,0,2507;2707;2810,2,2,1,
R00694,3.0,,,0,0,2101;2108;2201;2707,3,2,2,여성캐주얼MD
R06454,3.0,,,0,0,2201;2204;2205;2707,2,2,1,
R05072,3.0,,,0,0,2101;2102;2108;2109;2201;2204;2205;2507,3,2,1,
R04070,3.0,,,0,0,2507;2707,3,2,1,
R04236,3.0,,,0,0,2799;2707;2599;2507;2104;2101,3,2,1,
R04099,3.0,,,0,0,2507;2707,4,2,2,
R00160,3.0,,,0,0,2101;2201;2204;2205;2707,4,2,1,
R04750,3.0,,,0,0,2201;2204;2205;2707,3,2,1,
R03971,3.0,,,0,0,2507;2707,3,2,1,
R04514,3.0,,,0,0,2201;2204,4,2,1,
R05561,3.0,,,0,0,2201;2204;2205;2707,3,2,2,
R05043,3.0,,,0,0,2201;2204;2205;2707,4,2,2,
R00392,3.0,,,0,0,2507;2707,4,2,1,
R00472,3.0,,,0,0,2101;2108;2201;2707,4,2,1,
R06237,3.0,,,0,0,2101;2201;2204;2205;2707,4,2,1,
R00193,3.0,,,0,0,2101;2201;2204;2205;2707,3,2,1,영업;영업관리;영업팀장
R04160,3.0,,,0,0,2507;2707,3,2,1,
R03627,3.0,,,0,0,2507;2707;2810,2,2,1,
R00196,3.0,,,0,0,2108;2707;2810,2,2,1,
R06594,3.0,,,0,0,2201;2707;2507,4,2,1,
R06089,3.0,,,0,0,2799;2201;2507,4,2,1,
R04732,3.0,,,0,0,2101;2108;2507;2707,3,2,1,
R05430,3.0,,,0,0,2101;2108;2201;2707,4,2,1,
R02713,3.0,,,0,0,2101;2108;2201;2507;2707,3,2,1,
R00506,3.0,,,0,0,2507;2707,3,2,2,
R01722,3.0,,,0,0,2707;2507,3,2,2,
R04397,3.0,,,0,0,2201;2204;2205;2707,3,2,1,
R05294,3.0,,,0,0,2507;2707,4,2,1,
R03118,3.0,,,0,0,2507;2707,4,2,1,
R02531,3.0,17.0,,0,0,2108;2707;2810,2,2,1,
R00830,3.0,,,0,0,2501;2507;2707;2810,2,2,2,
R00592,3.0,,,0,0,2101;2108;2201;2707,2,2,2,
R03786,3.0,,,0,0,2101;2108;2201;2204;2205;2507;2707,3,2,2,
R05011,3.0,,,0,0,2101;2201;2204;2205;2707,4,2,1,남성복;영업관리;대리점관리
R03031,3.0,,,0,0,2507;2707,4,2,1,
R00546,3.0,,,0,0,2201;2204;2205;2707,3,2,1,
R02313,3.0,,,0,0,2101;2108;2201;2707,4,2,2,이새
R05342,3.0,,,0,0,2101;2108;2201;2204;2205;2707,3,2,1,
R00930,3.0,,,0,0,2101;2104;2105;2108;2201;2204;2205;2206,4,2,2,
R05655,3.0,,,0,0,2507;2707,3,2,2,
R06245,3.0,,,0,0,2101;2108;2201;2707,4,2,2,
R05537,3.0,,,0,0,2707;2507;2204;2201,3,2,1,
R02736,3.0,,,0,0,2108;2109;2707;2810,2,2,1,
R00817,3.0,,,0,0,2101;2201;2204;2205;2507;2707,4,7,1,
R06495,3.0,,,0,0,2101;2201;2204;2205;2707,2,2,2,
R03958,3.0,,,0,0,2101;2108;2109;2110;2201;2203;2204;2205;2707,2,2,1,
R06365,3.0,,,0,0,2101;2108;2109;2110;2201;2203;2204;2205;2707,4,2,1,
R04238,3.0,,,0,0,2101;2108;2201;2204;2299;2707;2810,2,2,0,
R02937,5.0,,,0,0,2101;2108;2201;2707,4,2,1,
R02540,3.0,,,0,0,2108;2110;2203;2204;2299;2707;2810,3,2,1,
R00921,3.0,,,0,0,2507;2707,2,2,1,
R03689,3.0,,,0,0,2101;2108;2201;2707,4,2,2,
R03669,3.0,,,0,0,2101;2104;2105;2707;3008;3099,4,2,2,
R04130,3.0,,,0,0,2101;2108;2201;2707,2,2,1,
R01427,3.0,,,0,0,2201;2204;2205;2707,3,2,1,
R00412,3.0,,,0,0,2507;2707,4,2,1,
R02037,3.0,,,0,0,2101;2201;2204;2205;2707,2,2,1,
R04045,3.0,,,0,0,2101;2108;2201;2204;2205;2707,4,2,1,
R00984,3.0,,,0,0,2501;2507;2707,3,2,2,
R00613,3.0,,,0,0,2101;2107;2108;2201;2204;2205;2707;2810,3,2,1,
R00025,3.0,,,0,0,2101;2109;2110;2201;2204;2205;2206;2707,4,2,2,
R06576,3.0,,,0,0,2707;2204;2201,4,2,1,
R04878,5.0,,,0,0,2102;2707,4,2,1,
R05075,3.0,,,0,0,2101;2201;2204;2205;2707,3,2,1,거래처관리;의류;의복;채권관리;아동복;영업기획;의상;대리점관리;남성복;스포츠의류;액세서리;여성복;잡화;일반영업;니트;영업관리;영업지원
R05538,3.0,,,0,0,2201;2204;2205;2707,3,2,1,백화점;의류영업;영업관리;패션
R06603,3.0,,,0,0,2507;2707,3,2,2,
R02948,3.0,,,0,0,2101,2,2,1,
R02139,3.0,,,0,0,2101;2104;2105;2201;2204;2205;2507;2707;3008;3099,2,2,1,
R00979,3.0,,,0,0,2101;2201;2204;2205;2707,3,2,2,영업MD;아클림콜렉트;패션랜드;MD;무자크;클리지;영업관리
R01034,3.0,,,0,0,2101;2108;2201;2707,4,2,1,
R03754,3.0,,,0,0,2101;2201;2204;2205;2707,4,2,1,
R05404,3.0,,,0,0,2507;2703;2707,3,2,1,
R02506,3.0,,,0,0,2507;2707,4,2,1,
R02863,3.0,,,0,0,2707;2507;2110;2109,3,2,1,
R01655,3.0,,,0,0,2101;2201;2204;2205;2707,2,2,1,
R06526,3.0,,,0,0,2507;2707,2,2,2,
R01645,3.0,,,0,0,2101;2201;2204;2205;2707,3,2,1,
R05378,3.0,,,0,0,2201;2204;2205;2707,3,2,1,
R01465,3.0,,,0,0,2501;2507;2707,2,2,2,
R04921,3.0,,,0,0,2101;2104;2105;2707;3008;3099,3,2,1,
R00714,3.0,,,0,0,2507;2201,4,2,1,
R06448,3.0,,,0,0,2507;2707,3,2,2,
R04339,3.0,,,0,0,2101;2109;2110;2203;2707,4,2,1,
R01608,3.0,,,0,0,2507;2205;2204;2201;2106,3,2,2,판매관리
R02340,3.0,,,0,0,2101;2102;2104;2108;2109;2110;2201;2203;2204;2205;2707,3,2,2,
R04246,3.0,,,0,0,2201;2204;2299;2507;2707,3,2,1,
R01767,3.0,,,0,0,2102;2107;2201;2204;2205;2707,4,2,1,
R03825,3.0,,,0,0,2201;2204;2205;2707,2,2,1,
R05275,3.0,,,0,0,2507;2707,4,8,1,
R02431,3.0,,,0,0,2507;2707,3,2,2,
R00679,3.0,,,0,0,2108;2109;2110;2201;2707;2810,2,2,2,
R02706,3.0,,,0,0,2201;2204;2205;2707,3,2,1,
R05206,3.0,,,0,0,2507,2,2,1,
R06608,3.0,,,0,0,2101;2201;2204;2205;2707,4,2,1,영업한국영업코리아영업아웃도어브랜드
R04095,3.0,,,0,0,2204;2205;2707,3,2,2,디스플레이;디자이너;VMD;여성복
R02105,3.0,,,0,0,2707;2507;2101,4,2,1,
R03310,3.0,,,0,0,2101;2201;2204;2205;2707,2,2,1,
R03076,3.0,,,0,0,2101;2108;2201;2204;2205;2507;2707,4,2,1,
R02739,3.0,,,0,0,2507;2707;2810,4,2,0,
R01245,3.0,,,0,0,2113;2104;2105,4,2,1,
R04744,3.0,,,0,0,2101;2108;2201;2501;2507;2707,4,2,2,
R05385,3.0,,,0,0,2507;2707;2810,4,2,1,
R04795,3.0,,,0,0,2201;2204;2205;2707,3,2,1,
R03101,3.0,,,0,0,2101;2105;2107;2108;2201;2204;2205;2507;2707;2810,2,2,0,
R00813,3.0,5.0,,0,0,2507;2707,4,2,1,
R05147,3.0,,,0,0,2101;2108;2109;2111;2201;2203;2707,4,2,1,
R05672,3.0,,,0,0,2507;2707;2810,2,2,1,
R03563,3.0,,,0,0,2101;2201;2204;2205;2707,3,2,1,영업MD
R01223,3.0,,,0,0,2101;2102;2104;2105;2204;2205;2707,2,2,1,
R05366,3.0,,,0,0,2101;2108;2201;2707,4,2,1,
R05285,3.0,,,0,0,2101;2108;2201;2204;2205;2507;2707,3,2,1,
R05049,3.0,,,0,0,2507;2703;2707,3,2,2,
R00642,3.0,,,0,0,2501;2507;2703;2707;2810,3,2,1,
R04578,3.0,,,0,0,2201;2204;2205;2707,3,2,1,
R06398,3.0,,,0,0,2101;2108;2201;2507;2707,4,2,1,
R05223,3.0,,,0,0,2799;2707;2507;2503;2101,4,2,1,
R04048,3.0,,,0,0,2507;2707,3,2,1,
R00324,3.0,,,0,0,2507;2707,4,2,2,
R02350,3.0,,,0,0,2204;2205;2707,4,2,2,
R05997,3.0,,,0,0,2507,3,2,1,
R05865,3.0,,,0,0,2507;2707,4,2,1,
R05117,3.0,,,0,0,2507;2707,3,2,1,
R03093,3.0,,,0,0,2204;2205;2707,3,2,2,VMD
R06379,3.0,,,0,0,2507;2707,3,2,2,
R00243,3.0,,,0,0,2501;2507;2707,3,2,1,랑방컬렉션;디자이너;ACC;악세사리;한섬;COLLECTION;LANVIN
R04819,3.0,,,0,0,2507;2707,2,2,2,
R02707,3.0,,,0,0,2507;2707,4,8,2,
R05397,3.0,,,0,0,2101;2201;2204;2205;2707,4,8,2,
R00210,5.0,,,0,0,2201;2204;2205;2707,2,2,2,
R05479,3.0,,,0,0,2507;2707,3,2,2,
R03690,3.0,,,0,0,2101;2201;2204;2205;2707,2,2,1,
R05948,3.0,,,0,0,2110;2203;2204;2299,4,2,1,
R00976,3.0,,,0,0,2101;2108;2201;2707,4,2,1,
R00894,3.0,,,0,0,2507;2707,3,2,2,
R04571,3.0,,,0,0,2101;2108;2201;2204;2205;2707,3,2,1,
R00914,3.0,,,0,0,2101;2108;2201;2707,4,2,2,
R03655,3.0,,,0,0,2101;2201;2204;2205;2707,4,2,1,
R00385,3.0,,,0,0,2101;2108;2109;2110;2201;2203;2707,3,2,2,
R01237,3.0,,,0,0,2201;2204;2205;2707,3,2,2,
R03477,3.0,,,0,0,2201;2204;2205;2707,4,2,1,백화점;팀장;영업
R04738,3.0,,,0,0,2101;2109;2201;2203;2204;2205;2707,3,2,1,
R02599,3.0,,,0,0,2110;2203;2204;2299;2507;2707,4,2,2,
R01669,5.0,,,0,0,2101;2108;2201;2707,4,2,2,
R05836,3.0,,,0,0,2101;2108;2201;2707,2,2,1,
R03606,3.0,,,0,0,2101;2108;2201;2707,4,2,1,
R01660,3.0,5.0,,0,0,2108;2507;2707;2810,4,2,1,
R04847,3.0,,,0,0,2501;2507;2707,3,2,2,
R03239,3.0,,,0,0,2101;2108;2201;2204;2205;2507;2707,4,2,1,
R02369,3.0,,,0,0,2507;2707,3,2,1,
R03777,3.0,,,0,0,2501;2507;2707,4,2,2,
R02465,3.0,,,0,0,2101;2108;2201;2707,3,2,2,기획MD
R06579,3.0,,,0,0,2101;2104;2105;2707;3008;3099,3,2,1,
R02198,3.0,,,0,0,2507;2707,3,2,2,
R04974,3.0,,,0,0,2501;2507;2707,2,2,2,
R02908,3.0,,,0,0,2108;2707;2810,3,2,1,
R05459,3.0,,,0,0,2201;2204;2205;2707,3,2,1,
R02826,3.0,,,0,0,2201;2204;2205;2707,3,2,1,
R03974,3.0,,,0,0,2507;2707,4,2,1,
R04523,3.0,,,0,0,2201;2205;2204;2507;2707,3,2,1,
R02196,3.0,,,0,0,2204;2205;2707,4,2,1,
R01667,3.0,,,0,0,2101;2109;2110;2203;2707,4,2,1,
R05710,3.0,,,0,0,2507,2,2,2,
R06443,3.0,,,0,0,2101;2108;2110;2201;2203;2204;2299;2707;2810,2,2,1,
R06514,3.0,,,0,0,2507;2707,3,2,1,
R06360,3.0,,,0,0,2507;2707,3,2,1,
R01264,3.0,,,0,0,2101;2707;2104;2108;2507,4,2,1,
R00975,3.0,,,0,0,2101;2108;2109;2111;2201;2203;2204;2205,4,2,1,
R04212,3.0,,,0,0,2201;2204;2205;2707,4,2,1,
R00096,3.0,,,0,0,2201;2204;2205;2707,3,2,1,영업팀장;클리지;영업부서장;영업;영업총괄
R00117,3.0,,,0,0,2707;2110,4,2,1,
R01611,3.0,,,0,0,2101;2108;2201;2707;2810,3,2,1,
R05728,3.0,,,0,0,2507;2707,4,2,1,
R04622,3.0,,,0,0,2507;2707,2,2,1,
R04207,3.0,,,0,0,2101;2108;2201;2204;2205;2707,4,2,1,
R02528,20.0,,,0,0,2101;2108;2201;2501;2507;2707,4,2,1,
R02962,3.0,,,0,0,2201;2204;2205;2707,2,2,1,
R04947,3.0,,,0,0,2108;2110;2203;2204;2299;2707;2810,3,2,1,
R02359,3.0,,,0,0,2101;2108;2201;2507;2707,4,2,1,
R01696,3.0,,,0,0,2101;2201;2204;2205;2707,2,2,1,
R04217,3.0,,,0,0,2101;2108;2109;2110;2111;2203;2707,4,2,2,영업MD;MD;기획MD
R01959,3.0,,,0,0,2201;2204;2205;2707,3,2,2,
R01092,3.0,,,0,0,2101;2108;2201;2707;2810,4,2,1,
R03949,3.0,,,0,0,2201;2204;2205;2707,4,2,1,
R01800,3.0,,,0,0,2101;2104;2105;2110;2507;2707;3008;3099,2,2,2,
R03170,3.0,,,0,0,2109;2201;2203;2204;2205;2707,3,2,1,
R05138,3.0,,,0,0,2101;2104;2105;2201;2204;2205;2507;2707;3008;3099,2,2,2,
R00067,3.0,,,0,0,2101;2104;2105;2707;3008;3099,4,2,2,
R06373,3.0,,,0,0,2101;2201;2204;2205;2707,4,2,2,
R01022,3.0,,,0,0,2201;2204;2205;2707,3,2,1,
R04940,3.0,,,0,0,2201;2204;2205;2707,3,2,1,영업관리
R04793,3.0,,,0,0,2507;2707,4,2,1,
R00844,3.0,,,0,0,2507,3,2,1,
R01730,3.0,,,0,0,2507;2707,4,2,1,
R00003,3.0,,,0,0,2101;2108;2201;2707,3,2,2,
R02722,3.0,,,0,0,2101;2201;2204;2205;2707,3,2,2,
R03098,3.0,,,0,0,2101;2108;2201;2707,4,2,1,
R06018,3.0,,,0,0,2507;2707,4,2,2,
R04927,3.0,5.0,,0,0,2204;2205;2707,4,2,2,
R04249,3.0,,,0,0,2101;2108;2201;2707,2,2,1,
R06663,3.0,,,0,0,2507;2707,4,2,1,
R00961,3.0,,,0,0,2507;2707,3,2,1,
R02316,3.0,,,0,0,2507;2707,3,2,1,
R05839,3.0,,,0,0,2201;2204;2205;2707,2,2,2,
R01235,3.0,,,0,0,2507,3,2,2,
R03554,3.0,,,0,0,2101;2108;2201;2707,4,2,2,
R01514,3.0,,,0,0,2101;2201;2204;2205;2507;2703;2707,3,2,1,
R04177,3.0,,,0,0,2507;2707,2,2,2,
R05258,3.0,,,0,0,2507,3,2,1,
R00619,3.0,,,0,0,2101;2108;2201;2501;2507;2707,4,2,1,
R04592,3.0,,,0,0,2201;2204;2205;2707,3,2,1,
R05987,5.0,,,0,0,2201;2204;2205;2707,2,2,2,
R00735,3.0,,,0,0,2201;2204;2205;2707,3,2,2,
R01141,3.0,,,0,0,2507;2707,3,2,1,
R05786,3.0,,,0,0,2108;2109;2707;2810,4,2,1,
R03281,3.0,,,0,0,2204;2201;2507;2707;2111,2,2,1,
R05613,3.0,,,0,0,2507;2707,3,2,1,디자이너;디자인
R04722,3.0,,,0,0,2201;2204;2205;2707,4,2,1,
R05872,3.0,,,0,0,2507;2707;2810,4,2,1,
R02860,3.0,,,0,0,2599;2504;2707,2,2,1,
R05960,3.0,,,0,0,2101;2108;2201;2707;2810,3,2,2,
R01358,3.0,,,0,0,2201;2204;2205;2707,4,2,2,아울렛영업;숙녀복;영업담당;아울렛;영업;백화점;숙녀
R03400,3.0,,,0,0,2204;2205;2707,3,2,1,
R05115,3.0,,,0,0,2507,3,2,1,
R00706,3.0,,,0,0,2507;2707,2,2,1,
R05207,3.0,,,0,0,2507;2707,3,2,1,
R04904,3.0,,,0,0,2201;2204;2205;2707,2,2,1,
R03683,3.0,,,0,0,2201;2204;2205;2707,3,2,1,
R02936,5.0,,,0,0,2507;2707,3,2,1,
R04642,3.0,,,0,0,2507,3,2,1,
R06533,3.0,,,0,0,2201;2204;2205;2707,2,2,2,
R01068,3.0,,,0,0,2507;2204;2201,3,2,1,
R00275,3.0,,,0,0,2507;2707,3,2,1,
R00858,3.0,,,0,0,2101;2108;2109;2201;2203;2204;2205;2302,2,2,2,
R06619,3.0,,,0,0,2507;2707,2,2,2,GIVY;아이디룩;디자이너;기비;디자이너경력;디자이너신입;여성복;여성복디자이너
R04375,3.0,,,0,0,2201;2204;2205;2707,4,2,1,
R04617,3.0,,,0,0,2101;2201;2204;2205;2707,3,2,1,
R06154,3.0,,,0,0,2201;2204;2205;2707,4,2,1,
R01701,3.0,,,0,0,2101;2201;2204;2205;2707,2,2,2,
R04762,3.0,,,0,0,2101;2108;2201;2707,4,2,1,
R02151,5.0,,,0,0,2201;2204;2205;2707,4,2,1,
R02320,3.0,,,0,0,2507;2707,4,2,2,
R03757,3.0,,,0,0,2101;2201;2204;2205;2707,3,8,1,영업MD;인턴;BNX;MD;비엔엑스
R03567,3.0,,,0,0,2101;2201;2204;2205;2707,2,2,1,
